"Notes"	"Census Region"	"Census Region Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	168	10861868	1.5	1.3	1.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	110	10861868	1.0	0.8	1.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2000"	"2000"	"All other drug-induced causes"	"D9"	78	10861868	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	18	10861868	Unreliable	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	137	10861868	1.3	1.1	1.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	10046	10861868	92.5	90.7	94.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	864	10739122	8.0	7.5	8.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	206	10739122	1.9	1.7	2.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	137	10739122	1.3	1.1	1.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2001"	"2001"	"All other drug-induced causes"	"D9"	76	10739122	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	19	10739122	Unreliable	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	138	10739122	1.3	1.1	1.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	10029	10739122	93.4	91.6	95.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1042	10706740	9.7	9.1	10.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	195	10706740	1.8	1.6	2.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	173	10706740	1.6	1.4	1.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2002"	"2002"	"All other drug-induced causes"	"D9"	85	10706740	0.8	0.6	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	29	10706740	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	140	10706740	1.3	1.1	1.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	10015	10706740	93.5	91.7	95.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1292	10681152	12.1	11.4	12.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	172	10681152	1.6	1.4	1.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	185	10681152	1.7	1.5	2.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2003"	"2003"	"All other drug-induced causes"	"D9"	96	10681152	0.9	0.7	1.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	14	10681152	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	117	10681152	1.1	0.9	1.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	9999	10681152	93.6	91.8	95.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1413	10708800	13.2	12.5	13.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	201	10708800	1.9	1.6	2.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	185	10708800	1.7	1.5	2.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2004"	"2004"	"All other drug-induced causes"	"D9"	105	10708800	1.0	0.8	1.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	10708800	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	130	10708800	1.2	1.0	1.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	9870	10708800	92.2	90.3	94.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1605	10738820	14.9	14.2	15.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	166	10738820	1.5	1.3	1.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	214	10738820	2.0	1.7	2.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2005"	"2005"	"All other drug-induced causes"	"D9"	104	10738820	1.0	0.8	1.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	19	10738820	Unreliable	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	104	10738820	1.0	0.8	1.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	10030	10738820	93.4	91.6	95.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1855	10789915	17.2	16.4	18.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	198	10789915	1.8	1.6	2.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	236	10789915	2.2	1.9	2.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2006"	"2006"	"All other drug-induced causes"	"D9"	136	10789915	1.3	1.0	1.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	10789915	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	153	10789915	1.4	1.2	1.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	10142	10789915	94.0	92.2	95.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2093	10868016	19.3	18.4	20.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	208	10868016	1.9	1.7	2.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	259	10868016	2.4	2.1	2.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2007"	"2007"	"All other drug-induced causes"	"D9"	86	10868016	0.8	0.6	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	64	10868016	0.6	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	115	10868016	1.1	0.9	1.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	10196	10868016	93.8	92.0	95.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2083	10985665	19.0	18.1	19.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	202	10985665	1.8	1.6	2.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	216	10985665	2.0	1.7	2.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2008"	"2008"	"All other drug-induced causes"	"D9"	60	10985665	0.5	0.4	0.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	77	10985665	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	97	10985665	0.9	0.7	1.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	10236	10985665	93.2	91.4	95.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2211	11117323	19.9	19.1	20.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	193	11117323	1.7	1.5	2.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	230	11117323	2.1	1.8	2.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2009"	"2009"	"All other drug-induced causes"	"D9"	61	11117323	0.5	0.4	0.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	60	11117323	0.5	0.4	0.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	124	11117323	1.1	0.9	1.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	9966	11117323	89.6	87.9	91.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2419	11206654	21.6	20.7	22.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	211	11206654	1.9	1.6	2.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	229	11206654	2.0	1.8	2.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2010"	"2010"	"All other drug-induced causes"	"D9"	74	11206654	0.7	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	73	11206654	0.7	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	143	11206654	1.3	1.1	1.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	9901	11206654	88.3	86.6	90.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2535	11405888	22.2	21.4	23.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	203	11405888	1.8	1.5	2.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	223	11405888	2.0	1.7	2.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2011"	"2011"	"All other drug-induced causes"	"D9"	67	11405888	0.6	0.5	0.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	83	11405888	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	113	11405888	1.0	0.8	1.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	9949	11405888	87.2	85.5	88.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2296	11529353	19.9	19.1	20.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	213	11529353	1.8	1.6	2.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	230	11529353	2.0	1.7	2.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2012"	"2012"	"All other drug-induced causes"	"D9"	104	11529353	0.9	0.7	1.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	85	11529353	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	159	11529353	1.4	1.2	1.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	10061	11529353	87.3	85.6	89.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2391	11637362	20.5	19.7	21.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	185	11637362	1.6	1.4	1.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	222	11637362	1.9	1.7	2.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2013"	"2013"	"All other drug-induced causes"	"D9"	99	11637362	0.9	0.7	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	71	11637362	0.6	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	194	11637362	1.7	1.4	1.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	10022	11637362	86.1	84.4	87.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2702	11795672	22.9	22.0	23.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	196	11795672	1.7	1.4	1.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	238	11795672	2.0	1.8	2.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2014"	"2014"	"All other drug-induced causes"	"D9"	116	11795672	1.0	0.8	1.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	79	11795672	0.7	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	196	11795672	1.7	1.4	1.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	10240	11795672	86.8	85.1	88.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	3218	11943164	26.9	26.0	27.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	165	11943164	1.4	1.2	1.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	265	11943164	2.2	2.0	2.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2015"	"2015"	"All other drug-induced causes"	"D9"	134	11943164	1.1	0.9	1.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	81	11943164	0.7	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	281	11943164	2.4	2.1	2.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	10775	11943164	90.2	88.5	91.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	4194	12064481	34.8	33.7	35.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	154	12064481	1.3	1.1	1.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	402	12064481	3.3	3.0	3.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2016"	"2016"	"All other drug-induced causes"	"D9"	173	12064481	1.4	1.2	1.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	78	12064481	0.6	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	279	12064481	2.3	2.0	2.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	11305	12064481	93.7	92.0	95.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	4735	12192065	38.8	37.7	39.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	168	12192065	1.4	1.2	1.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	452	12192065	3.7	3.4	4.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2017"	"2017"	"All other drug-induced causes"	"D9"	200	12192065	1.6	1.4	1.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	87	12192065	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	339	12192065	2.8	2.5	3.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	11370	12192065	93.3	91.5	95.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"35-44 years"	"35-44"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	966	12311740	7.8	7.4	8.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"35-44 years"	"35-44"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	340	12311740	2.8	2.5	3.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"35-44 years"	"35-44"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	255	12311740	2.1	1.8	2.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"35-44 years"	"35-44"	"1999"	"1999"	"All other drug-induced causes"	"D9"	120	12311740	1.0	0.8	1.1	0.0%
